Date,Store Number,Foot Traffic,Number of Visitors
2022-5-13,39,14699,1230
2022-5-13,16,17786,1601
2022-5-13,42,17967,1938
2022-5-13,14,15036,1352
2022-5-13,63,16253,1077
2022-5-13,40,15728,1074
2022-5-13,10,16796,1481
2022-5-13,59,17330,1714
2022-5-13,36,19826,1651
2022-5-13,25,14638,1463
2022-5-13,19,15121,1391
2022-5-13,45,12143,1261
2022-5-13,4,22140,2108
2022-5-13,53,23638,1782
2022-5-13,30,17759,1594
2022-5-13,68,17566,1276
2022-5-13,18,16057,1216
2022-5-13,44,16691,1512
2022-5-13,15,14195,1011
2022-5-13,64,13959,1031
2022-5-13,41,16556,1662
2022-5-13,23,13992,1279
2022-5-13,49,11527,1057
2022-5-13,2,17252,1571
2022-5-13,51,17363,1338
2022-5-13,28,20697,1469
2022-5-13,66,22007,2166
2022-5-13,20,13129,1349
2022-5-13,46,13690,1443
2022-5-13,26,15083,1155
2022-5-14,1,10164,353
2022-5-14,50,8996,268
2022-5-14,27,10398,497
2022-5-14,70,10008,299
2022-5-14,65,7844,355
2022-5-14,21,13127,1435
2022-5-14,47,11640,1170
2022-5-14,24,11669,1118
2022-5-14,3,20638,1525
2022-5-14,52,9554,467
2022-5-14,29,12301,768
2022-5-14,67,10406,584
2022-5-14,9,14173,1072
2022-5-14,58,15119,1629
2022-5-14,35,16487,1271
2022-5-14,6,15747,1382
2022-5-14,55,17795,1311
2022-5-14,32,15415,1573
2022-5-14,22,10461,773
2022-5-14,48,10830,1035
2022-5-14,8,16754,1157
2022-5-14,57,15429,1610
2022-5-14,34,18724,1889
2022-5-14,12,13126,1228
2022-5-14,61,12770,1107
2022-5-14,38,16252,1507
2022-5-14,11,13825,1270
2022-5-14,60,15666,1171
2022-5-14,37,14998,1012
2022-5-14,5,16296,1480
2022-5-14,54,17807,1706
2022-5-14,31,18513,1747
2022-5-14,69,17673,1717
2022-5-14,17,12640,879
2022-5-14,43,14010,1442
2022-5-14,7,18052,1608
2022-5-14,56,16653,1485
2022-5-14,33,16001,1075
2022-5-14,13,12198,930
2022-5-14,62,12261,997
2022-5-14,39,15969,1505
2022-5-14,16,12110,1110
2022-5-14,42,16366,1793
2022-5-14,14,13760,1318
2022-5-14,63,12560,956
2022-5-14,40,14264,998
2022-5-14,10,16162,1476
2022-5-14,59,16766,1597
2022-5-14,36,19014,1578
2022-5-14,25,11007,785
2022-5-14,19,13031,1029
2022-5-14,45,10176,713
2022-5-14,4,19900,1337
2022-5-14,53,20736,1954
2022-5-14,30,21271,1762
2022-5-14,68,16100,1293
2022-5-14,18,14435,1012
2022-5-14,44,14192,1174
2022-5-14,15,15095,1061
2022-5-14,64,13465,918
2022-5-14,41,11927,883
2022-5-14,23,13635,1012
2022-5-14,49,11635,879
2022-5-14,2,21139,2010
2022-5-14,51,21469,2060
2022-5-14,28,21178,1732
2022-5-14,66,17745,1881
2022-5-14,20,10258,833
2022-5-14,46,12363,1200
2022-5-14,26,14028,1135
2022-5-15,1,14971,631
2022-5-15,50,16648,719
2022-5-15,27,15760,563
2022-5-15,70,14578,469
2022-5-15,65,14120,659
2022-5-15,21,21119,2153
2022-5-15,47,26394,1745
2022-5-15,24,19804,1956
2022-5-15,3,39943,3808
2022-5-15,52,23142,1076
2022-5-15,29,19568,1092
2022-5-15,67,21792,1059
2022-5-15,9,31905,2349
2022-5-15,58,27376,2824
2022-5-15,35,29812,2250
2022-5-15,6,34152,3651
2022-5-15,55,27650,2375
2022-5-15,32,28479,2914
2022-5-15,22,25536,2014
2022-5-15,48,19545,1579
2022-5-15,8,24980,1841
2022-5-15,57,26584,2008
2022-5-15,34,25075,2579
2022-5-15,12,22486,1945
2022-5-15,61,30041,2825
2022-5-15,38,23360,1567
2022-5-15,11,22091,2098
2022-5-15,60,22569,2235
2022-5-15,37,22259,1473
2022-5-15,5,31035,3034
2022-5-15,54,28530,2534
2022-5-15,31,34968,3772
2022-5-15,69,37641,3562
2022-5-15,17,25132,1879
2022-5-15,43,29055,3045
2022-5-15,7,26200,2748
2022-5-15,56,25851,2778
2022-5-15,33,25540,2386
2022-5-15,13,22649,1681
2022-5-15,62,24549,2097
2022-5-15,39,22697,1687
2022-5-15,16,28562,3019
2022-5-15,42,23608,1912
2022-5-15,14,24581,1634
2022-5-15,63,23929,1858
2022-5-15,40,28536,2656
2022-5-15,10,29787,2123
2022-5-15,59,30066,3078
2022-5-15,36,24953,2648
2022-5-15,25,23136,1711
2022-5-15,19,23962,2436
2022-5-15,45,21302,2194
2022-5-15,4,38529,4000
2022-5-15,53,30263,2772
2022-5-15,30,28368,2201
2022-5-15,68,31110,2921
2022-5-15,18,27448,2794
2022-5-15,44,27905,2674
2022-5-15,15,22905,1890
2022-5-15,64,24759,1667
2022-5-15,41,28968,2265
2022-5-15,23,20993,1572
2022-5-15,49,20896,1470
2022-5-15,2,38038,3218
2022-5-15,51,34064,2832
2022-5-15,28,38394,2709
2022-5-15,66,36075,3427
2022-5-15,20,25776,2711
2022-5-15,46,19878,1686
2022-5-15,26,20963,1662
2022-5-16,1,17372,698
2022-5-16,50,15881,536
2022-5-16,27,15203,557
2022-5-16,70,16668,543
2022-5-16,65,15961,758
2022-5-16,21,24022,1644
2022-5-16,47,23047,1661
2022-5-16,24,23793,1721
2022-5-16,3,32141,3076
2022-5-16,52,22120,1325
2022-5-16,29,16471,893
2022-5-16,67,22142,1393
2022-5-16,9,24424,2251
2022-5-16,58,31462,3129
2022-5-16,35,32639,3160
2022-5-16,6,28573,2371
2022-5-16,55,32006,3012
2022-5-16,32,26253,1950
2022-5-16,22,17611,1474
2022-5-16,48,23816,2337
2022-5-16,8,24783,1708
2022-5-16,57,25485,2198
2022-5-16,34,25026,1666
2022-5-16,12,27974,2396
2022-5-16,61,21570,2237
2022-5-16,38,27763,2788
2022-5-16,11,25463,2433
2022-5-16,60,27495,2865
2022-5-16,37,27569,2278
2022-5-16,5,28653,2441
2022-5-16,54,35267,2934
2022-5-16,31,26650,2823
2022-5-16,69,36100,2760
2022-5-16,17,27686,2443
2022-5-16,43,23401,2347
2022-5-16,7,23390,1557
2022-5-16,56,25103,2025
2022-5-16,33,25273,1876
2022-5-16,13,28318,2932
2022-5-16,62,28114,2742
2022-5-16,39,26087,2770
2022-5-16,16,24157,2473
2022-5-16,42,24540,1797
2022-5-16,14,24136,2285
2022-5-16,63,24479,2494
2022-5-16,40,28745,2567
2022-5-16,10,26738,2059
2022-5-16,59,27263,2578
2022-5-16,36,29573,2132
2022-5-16,25,21829,2231
2022-5-16,19,18494,1579
2022-5-16,45,20450,2053
2022-5-16,4,35795,3932
2022-5-16,53,27568,2352
2022-5-16,30,31833,2339
2022-5-16,68,36010,2872
2022-5-16,18,25431,1939
2022-5-16,44,22016,1925
2022-5-16,15,26738,2022
2022-5-16,64,23585,2402
2022-5-16,41,20537,2087
2022-5-16,23,18126,1570
2022-5-16,49,24058,1768
2022-5-16,2,27783,2781
2022-5-16,51,35822,2965
2022-5-16,28,28318,1887
2022-5-16,66,35747,2794
2022-5-16,20,19454,1455
2022-5-16,46,24293,1663
2022-5-16,26,19035,1833
2022-5-17,1,8848,383
2022-5-17,50,7397,339
2022-5-17,27,6937,230
2022-5-17,70,7427,258
2022-5-17,65,6910,245
2022-5-17,21,9890,725
2022-5-17,47,9398,1021
2022-5-17,24,11596,1004
2022-5-17,3,15531,1329
2022-5-17,52,10076,407
2022-5-17,29,10490,487
2022-5-17,67,10201,516
2022-5-17,9,15040,1534
2022-5-17,58,15596,1119
2022-5-17,35,15053,1014
2022-5-17,6,13431,1376
2022-5-17,55,11973,846
2022-5-17,32,14333,1335
2022-5-17,22,12662,957
2022-5-17,48,11733,1231
2022-5-17,8,12312,1178
2022-5-17,57,12796,1227
2022-5-17,34,16562,1666
2022-5-17,12,13859,1471
2022-5-17,61,10972,749
2022-5-17,38,14540,976
2022-5-17,11,13109,1236
2022-5-17,60,14848,1587
2022-5-17,37,14499,1249
2022-5-17,5,18161,1942
2022-5-17,54,15671,1523
2022-5-17,31,18157,1269
2022-5-17,69,13685,929
2022-5-17,17,11717,807
2022-5-17,43,12310,1351
2022-5-17,7,12805,1029
2022-5-17,56,16162,1688
2022-5-17,33,14069,1265
2022-5-17,13,12646,1013
2022-5-17,62,10464,1125
2022-5-17,39,13421,962
2022-5-17,16,14908,1429
2022-5-17,42,13658,1163
2022-5-17,14,12859,1055
2022-5-17,63,11059,912
2022-5-17,40,10783,1023
2022-5-17,10,15490,1397
2022-5-17,59,12260,1201
2022-5-17,36,13826,1161
2022-5-17,25,9944,954
2022-5-17,19,12241,1069
2022-5-17,45,10575,1147
2022-5-17,4,14085,1509
2022-5-17,53,15965,1523
2022-5-17,30,15296,1646
2022-5-17,68,19143,1359
2022-5-17,18,11927,1017
2022-5-17,44,11956,859
2022-5-17,15,14091,1061
2022-5-17,64,13322,1460
2022-5-17,41,13451,1249
2022-5-17,23,10201,1041
2022-5-17,49,11173,1049
2022-5-17,2,18541,1779
2022-5-17,51,18171,1803
2022-5-17,28,17744,1759
2022-5-17,66,19132,1632
2022-5-17,20,10460,890
2022-5-17,46,9518,633
2022-5-17,26,11992,1217
2022-5-18,1,7320,303
2022-5-18,50,6961,338
2022-5-18,27,6959,224
2022-5-18,70,9196,360
2022-5-18,65,8760,320
2022-5-18,21,10546,1125
2022-5-18,47,10938,1066
2022-5-18,24,11125,818
2022-5-18,3,13521,986
2022-5-18,52,9178,473
2022-5-18,29,10312,492
2022-5-18,67,10264,518
2022-5-18,9,15858,1170
2022-5-18,58,12869,1273
2022-5-18,35,16268,1358
2022-5-18,6,14452,1252
2022-5-18,55,15511,1390
2022-5-18,32,12908,1192
2022-5-18,22,10516,817
2022-5-18,48,9344,626
2022-5-18,8,13509,1310
2022-5-18,57,13208,1251
2022-5-18,34,16860,1785
2022-5-18,12,14229,1058
2022-5-18,61,13316,1354
2022-5-18,38,13609,1013
2022-5-18,11,13444,1110
2022-5-18,60,14055,1165
2022-5-18,37,12575,1017
2022-5-18,5,18488,1944
2022-5-18,54,13993,1451
2022-5-18,31,15676,1643
2022-5-18,69,18773,1968
2022-5-18,17,10837,1142
2022-5-18,43,14243,968
2022-5-18,7,12508,1095
2022-5-18,56,12306,1152
2022-5-18,33,13071,1137
2022-5-18,13,10806,1159
2022-5-18,62,11661,935
2022-5-18,39,11565,803
2022-5-18,16,11239,1214
2022-5-18,42,11107,862
2022-5-18,14,11871,1059
2022-5-18,63,14339,1516
2022-5-18,40,12622,859
2022-5-18,10,14971,1166
2022-5-18,59,12504,1040
2022-5-18,36,12820,864
2022-5-18,25,12280,854
2022-5-18,19,10934,1054
2022-5-18,45,12184,1100
2022-5-18,4,16809,1795
2022-5-18,53,15007,1209
2022-5-18,30,16637,1301
2022-5-18,68,15654,1421
2022-5-18,18,10347,713
2022-5-18,44,11973,896
2022-5-18,15,12600,1363
2022-5-18,64,13944,1438
2022-5-18,41,11951,1191
2022-5-18,23,10833,989
2022-5-18,49,9255,676
2022-5-18,2,13457,1476
2022-5-18,51,17108,1646
2022-5-18,28,17675,1927
2022-5-18,66,18741,1430
2022-5-18,20,11000,878
2022-5-18,46,11048,874
2022-5-18,26,11195,1105
2022-5-19,1,9225,274
2022-5-19,50,7080,307
2022-5-19,27,8329,305
2022-5-19,70,9137,396
2022-5-19,65,8014,351
2022-5-19,21,12723,1138
2022-5-19,47,12034,1205
2022-5-19,24,9812,932
2022-5-19,3,14803,1627
2022-5-19,52,10232,527
2022-5-19,29,9845,588
2022-5-19,67,10398,651
2022-5-19,9,17008,1245
2022-5-19,58,16663,1274
2022-5-19,35,12619,948
2022-5-19,6,13529,1051
2022-5-19,55,16001,1423
2022-5-19,32,16779,1762
2022-5-19,22,12745,875
2022-5-19,48,10841,1084
2022-5-19,8,15793,1554
2022-5-19,57,14835,1157
2022-5-19,34,17501,1540
2022-5-19,12,13645,1178
2022-5-19,61,15349,1384
2022-5-19,38,11813,1076
2022-5-19,11,14616,1383
2022-5-19,60,14434,1038
2022-5-19,37,13547,1308
2022-5-19,5,17359,1278
2022-5-19,54,14583,1058
2022-5-19,31,15150,1139
2022-5-19,69,15514,1602
2022-5-19,17,14695,1561
2022-5-19,43,13573,1457
2022-5-19,7,15903,1301
2022-5-19,56,17864,1924
2022-5-19,33,16585,1611
2022-5-19,13,14511,1471
2022-5-19,62,13824,994
2022-5-19,39,12024,1200
2022-5-19,16,13519,1260
2022-5-19,42,13280,1134
2022-5-19,14,14949,1481
2022-5-19,63,14178,1240
2022-5-19,40,14755,1092
2022-5-19,10,14003,1311
2022-5-19,59,16717,1377
2022-5-19,36,14445,1358
2022-5-19,25,10146,1013
2022-5-19,19,11971,999
2022-5-19,45,12040,869
2022-5-19,4,16004,1297
2022-5-19,53,15575,1422
2022-5-19,30,17528,1518
2022-5-19,68,16371,1651
2022-5-19,18,12590,980
2022-5-19,44,12895,1163
2022-5-19,15,11076,908
2022-5-19,64,13986,1216
2022-5-19,41,13641,1051
2022-5-19,23,13204,962
2022-5-19,49,12592,1378
2022-5-19,2,15363,1339
2022-5-19,51,15918,1518
2022-5-19,28,15880,1742
2022-5-19,66,15177,1418
2022-5-19,20,11022,802
2022-5-19,46,12976,1216
2022-5-19,26,9890,708
2022-5-20,1,9152,388
2022-5-20,50,11156,471
2022-5-20,27,9715,413
2022-5-20,70,11184,492
2022-5-20,65,11170,352
2022-5-20,21,14229,1161
2022-5-20,47,11804,1283
2022-5-20,24,16257,1298
2022-5-20,3,21110,1735
2022-5-20,52,13561,768
2022-5-20,29,14655,871
2022-5-20,67,14882,784
2022-5-20,9,20992,2306
2022-5-20,58,22002,1987
2022-5-20,35,15817,1077
2022-5-20,6,21960,2129
2022-5-20,55,15627,1096
2022-5-20,32,18309,1375
2022-5-20,22,15994,1183
2022-5-20,48,12982,887
2022-5-20,8,15774,1723
2022-5-20,57,15503,1267
2022-5-20,34,18730,1924
2022-5-20,12,18430,1870
2022-5-20,61,17386,1217
2022-5-20,38,18566,1935
2022-5-20,11,14422,1348
2022-5-20,60,15718,1652
2022-5-20,37,14078,980
2022-5-20,5,22089,2157
2022-5-20,54,20793,1618
2022-5-20,31,22845,1753
2022-5-20,69,24112,1801
2022-5-20,17,15152,1214
2022-5-20,43,14610,1294
2022-5-20,7,17638,1471
2022-5-20,56,19672,2146
2022-5-20,33,17668,1674
2022-5-20,13,18355,1916
2022-5-20,62,19323,1600
2022-5-20,39,17946,1871
2022-5-20,16,14633,1027
2022-5-20,42,15979,1136
2022-5-20,14,14507,1506
2022-5-20,63,19241,1699
2022-5-20,40,13737,1303
2022-5-20,10,19578,1329
2022-5-20,59,17229,1154
2022-5-20,36,15807,1119
2022-5-20,25,12407,1076
2022-5-20,19,12684,1095
2022-5-20,45,11877,931
2022-5-20,4,24644,1896
2022-5-20,53,24466,2146
2022-5-20,30,23897,2092
2022-5-20,68,21387,2055
2022-5-20,18,14239,1536
2022-5-20,44,13874,1203
2022-5-20,15,15212,1216
2022-5-20,64,16627,1586
2022-5-20,41,19096,1645
2022-5-20,23,15069,1011
2022-5-20,49,15747,1173
2022-5-20,2,24679,2526
2022-5-20,51,17601,1237
2022-5-20,28,19962,1681
2022-5-20,66,19739,1458
2022-5-20,20,14619,1505
2022-5-20,46,12829,1017
2022-5-20,26,15305,1398
2022-5-21,1,11423,471
2022-5-21,50,11610,359
2022-5-21,27,9595,363
2022-5-21,70,10058,348
2022-5-21,65,11740,461
2022-5-21,21,11997,1126
2022-5-21,47,14460,1376
2022-5-21,24,12662,910
2022-5-21,3,23171,2440
2022-5-21,52,12307,676
2022-5-21,29,13279,690
2022-5-21,67,11556,756
2022-5-21,9,16520,1130
2022-5-21,58,19929,1826
2022-5-21,35,18884,1461
2022-5-21,6,15094,1065
2022-5-21,55,15808,1442
2022-5-21,32,15028,1539
2022-5-21,22,12542,1230
2022-5-21,48,12218,1133
2022-5-21,8,20083,1782
2022-5-21,57,15922,1174
2022-5-21,34,18800,1628
2022-5-21,12,18536,1440
2022-5-21,61,17209,1243
2022-5-21,38,18498,1411
2022-5-21,11,16168,1430
2022-5-21,60,18125,1639
2022-5-21,37,16753,1199
2022-5-21,5,17059,1261
2022-5-21,54,21429,1629
2022-5-21,31,22779,2358
2022-5-21,69,16857,1660
2022-5-21,17,15420,1065
2022-5-21,43,15600,1130
2022-5-21,7,16349,1170
2022-5-21,56,20362,2017
2022-5-21,33,20162,1544
2022-5-21,13,15876,1187
2022-5-21,62,17094,1200
2022-5-21,39,15768,1285
2022-5-21,16,14762,1420
2022-5-21,42,14582,1208
2022-5-21,14,17344,1416
2022-5-21,63,15289,1303
2022-5-21,40,15092,1506
2022-5-21,10,21004,2137
2022-5-21,59,17894,1391
2022-5-21,36,20970,1918
2022-5-21,25,13107,1057
2022-5-21,19,13067,1048
2022-5-21,45,11613,991
2022-5-21,4,17182,1334
2022-5-21,53,18459,1608
2022-5-21,30,20786,1765
2022-5-21,68,17375,1501
2022-5-21,18,14454,1537
2022-5-21,44,14591,1368
2022-5-21,15,15044,1637
2022-5-21,64,16486,1528
2022-5-21,41,16933,1301
2022-5-21,23,13175,1171
2022-5-21,49,14784,1443
2022-5-21,2,23759,2194
2022-5-21,51,22291,1805
2022-5-21,28,18248,1904
2022-5-21,66,20516,2036
2022-5-21,20,12048,1172
2022-5-21,46,13286,1203
2022-5-21,26,13833,1184
2022-5-22,1,15165,655
2022-5-22,50,12165,432
2022-5-22,27,11571,572
2022-5-22,70,13050,623
2022-5-22,65,15599,613
2022-5-22,21,16909,1808
2022-5-22,47,20348,2184
2022-5-22,24,15629,1710
2022-5-22,3,26650,2302
2022-5-22,52,17905,757
2022-5-22,29,14884,953
2022-5-22,67,13907,737
2022-5-22,9,23045,2119
2022-5-22,58,28383,1898
2022-5-22,35,20982,2041
2022-5-22,6,23877,2318
2022-5-22,55,21293,1606
2022-5-22,32,23537,1746
2022-5-22,22,15985,1248
2022-5-22,48,20201,1552
2022-5-22,8,25884,1838
2022-5-22,57,24494,2440
2022-5-22,34,23925,2334
2022-5-22,12,20622,1520
2022-5-22,61,22663,2378
2022-5-22,38,21879,1864
2022-5-22,11,21340,1830
2022-5-22,60,19865,1826
2022-5-22,37,22421,1650
2022-5-22,5,30010,2243
2022-5-22,54,30594,2824
2022-5-22,31,32429,3387
2022-5-22,69,30813,2455
2022-5-22,17,25497,2746
2022-5-22,43,24830,2512
2022-5-22,7,24950,2012
2022-5-22,56,26563,2070
2022-5-22,33,26424,2638
2022-5-22,13,22350,1732
2022-5-22,62,21503,2321
2022-5-22,39,19451,1601
2022-5-22,16,24020,2137
2022-5-22,42,25221,2069
2022-5-22,14,19360,1529
2022-5-22,63,24073,2542
2022-5-22,40,23291,2337
2022-5-22,10,23112,2475
2022-5-22,59,24425,2640
2022-5-22,36,20771,1721
2022-5-22,25,21544,1527
2022-5-22,19,20180,1768
2022-5-22,45,21628,2332
2022-5-22,4,23922,2535
2022-5-22,53,28786,1982
2022-5-22,30,30552,2672
2022-5-22,68,28255,2738
2022-5-22,18,19763,1740
2022-5-22,44,24864,2300
2022-5-22,15,23334,2147
2022-5-22,64,19692,1339
2022-5-22,41,24945,1913
2022-5-22,23,21060,2302
2022-5-22,49,18741,2053
2022-5-22,2,27521,2282
2022-5-22,51,30842,3323
2022-5-22,28,31274,2804
2022-5-22,66,31395,2571
2022-5-22,20,16380,1729
2022-5-22,46,15976,1544
2022-5-22,26,15370,1348
2022-5-23,1,14580,709
2022-5-23,50,14602,484
2022-5-23,27,13603,643
2022-5-23,70,16551,735
2022-5-23,65,14917,655
2022-5-23,21,17307,1176
2022-5-23,47,19178,1544
2022-5-23,24,21742,1974
2022-5-23,3,29810,2067
2022-5-23,52,20239,1024
2022-5-23,29,21243,1388
2022-5-23,67,19518,947
2022-5-23,9,24773,1913
2022-5-23,58,23785,2109
2022-5-23,35,29796,3010
2022-5-23,6,22416,1885
2022-5-23,55,24410,1652
2022-5-23,32,26551,2339
2022-5-23,22,23610,2527
2022-5-23,48,19746,1852
2022-5-23,8,31542,2091
2022-5-23,57,24234,1871
2022-5-23,34,25456,2761
2022-5-23,12,27365,2296
2022-5-23,61,27307,2939
2022-5-23,38,19977,2129
2022-5-23,11,20237,2029
2022-5-23,60,20987,1573
2022-5-23,37,23345,2271
2022-5-23,5,25116,2304
2022-5-23,54,34832,2486
2022-5-23,31,25548,2744
2022-5-23,69,31230,3203
2022-5-23,17,25435,2163
2022-5-23,43,21724,2340
2022-5-23,7,24942,2379
2022-5-23,56,23150,1827
2022-5-23,33,30211,2365
2022-5-23,13,21180,1751
2022-5-23,62,21130,1654
2022-5-23,39,21095,1565
2022-5-23,16,23222,1935
2022-5-23,42,25480,1732
2022-5-23,14,25185,2757
2022-5-23,63,23046,2358
2022-5-23,40,21183,2182
2022-5-23,10,28491,2534
2022-5-23,59,29985,2608
2022-5-23,36,25792,2435
2022-5-23,25,16908,1585
2022-5-23,19,19918,1840
2022-5-23,45,21155,1900
2022-5-23,4,34571,2434
2022-5-23,53,32721,3329
2022-5-23,30,27554,2631
2022-5-23,68,28018,2600
2022-5-23,18,20710,2033
2022-5-23,44,22935,1935
2022-5-23,15,25015,2464
2022-5-23,64,24897,2002
2022-5-23,41,20484,1776
2022-5-23,23,16748,1420
2022-5-23,49,20101,2020
2022-5-23,2,32197,2159
2022-5-23,51,25649,2383
2022-5-23,28,28891,2956
2022-5-23,66,31486,2456
2022-5-23,20,18278,1335
2022-5-23,46,19978,1600
2022-5-23,26,20013,2015
2022-5-24,1,9617,434
2022-5-24,50,10303,455
2022-5-24,27,10073,318
2022-5-24,70,9114,415
2022-5-24,65,8920,296
2022-5-24,21,12548,962
2022-5-24,47,9782,913
2022-5-24,24,11286,747
2022-5-24,3,14857,996
2022-5-24,52,10150,523
2022-5-24,29,10152,412
2022-5-24,67,8763,429
2022-5-24,9,18380,1929
2022-5-24,58,15450,1126
2022-5-24,35,18384,1876
2022-5-24,6,16655,1581
2022-5-24,55,13266,1281
2022-5-24,32,14956,1134
2022-5-24,22,12876,881
2022-5-24,48,11076,1178
2022-5-24,8,18007,1272
2022-5-24,57,15080,1166
2022-5-24,34,13944,1449
2022-5-24,12,12344,1185
2022-5-24,61,15924,1112
2022-5-24,38,11833,832
2022-5-24,11,13463,929
2022-5-24,60,12735,1086
2022-5-24,37,12521,1280
2022-5-24,5,19901,1717
2022-5-24,54,17249,1360
2022-5-24,31,15287,1301
2022-5-24,69,20329,1389
2022-5-24,17,12281,1188
2022-5-24,43,13114,917
2022-5-24,7,14976,1391
2022-5-24,56,17609,1368
2022-5-24,33,16846,1152
2022-5-24,13,14062,991
2022-5-24,62,12622,1299
2022-5-24,39,13218,1034
2022-5-24,16,15656,1530
2022-5-24,42,11569,1080
2022-5-24,14,13944,1284
2022-5-24,63,13682,1349
2022-5-24,40,15890,1493
2022-5-24,10,17663,1714
2022-5-24,59,14880,1370
2022-5-24,36,15377,1374
2022-5-24,25,10602,1125
2022-5-24,19,10511,1113
2022-5-24,45,12558,1083
2022-5-24,4,16795,1501
2022-5-24,53,16108,1133
2022-5-24,30,16566,1649
2022-5-24,68,15436,1075
2022-5-24,18,13324,1074
2022-5-24,44,12733,1387
2022-5-24,15,12998,941
2022-5-24,64,15898,1200
2022-5-24,41,11406,853
2022-5-24,23,11550,895
2022-5-24,49,13009,1361
2022-5-24,2,17287,1311
2022-5-24,51,18366,2009
2022-5-24,28,19741,1458
2022-5-24,66,18142,1891
2022-5-24,20,11259,783
2022-5-24,46,12640,1216
2022-5-24,26,12818,934
2022-5-25,1,10035,483
2022-5-25,50,10679,502
2022-5-25,27,9471,310
2022-5-25,70,10550,336
2022-5-25,65,11683,366
2022-5-25,21,14394,1251
2022-5-25,47,15879,1622
2022-5-25,24,11330,1089
2022-5-25,3,18155,1233
2022-5-25,52,12994,707
2022-5-25,29,13922,597
2022-5-25,67,11754,734
2022-5-25,9,19255,2059
2022-5-25,58,19473,2132
2022-5-25,35,15823,1546
2022-5-25,6,17933,1306
2022-5-25,55,16091,1316
2022-5-25,32,17420,1266
2022-5-25,22,12721,1187
2022-5-25,48,12140,1256
2022-5-25,8,16022,1472
2022-5-25,57,16072,1217
2022-5-25,34,17386,1643
2022-5-25,12,13761,1150
2022-5-25,61,17140,1552
2022-5-25,38,14388,1365
2022-5-25,11,18258,1305
2022-5-25,60,18336,2014
2022-5-25,37,18460,1452
2022-5-25,5,21391,2128
2022-5-25,54,21490,1806
2022-5-25,31,18914,1464
2022-5-25,69,23899,2135
2022-5-25,17,14198,1433
2022-5-25,43,13456,1332
2022-5-25,7,16530,1258
2022-5-25,56,17082,1712
2022-5-25,33,20162,1988
2022-5-25,13,14143,1075
2022-5-25,62,16584,1385
2022-5-25,39,16719,1232
2022-5-25,16,16589,1187
2022-5-25,42,14778,1441
2022-5-25,14,16436,1613
2022-5-25,63,18310,1651
2022-5-25,40,16274,1730
2022-5-25,10,15256,1441
2022-5-25,59,19358,1430
2022-5-25,36,18762,1510
2022-5-25,25,12630,858
2022-5-25,19,12773,977
2022-5-25,45,13770,1045
2022-5-25,4,20190,1774
2022-5-25,53,22576,1514
2022-5-25,30,18512,1791
2022-5-25,68,20879,1900
2022-5-25,18,18353,1564
2022-5-25,44,17103,1267
2022-5-25,15,17943,1692
2022-5-25,64,15274,1209
2022-5-25,41,13829,1364
2022-5-25,23,14009,1202
2022-5-25,49,13239,1150
2022-5-25,2,23250,1636
2022-5-25,51,19484,1771
2022-5-25,28,18992,1792
2022-5-25,66,16880,1315
2022-5-25,20,15169,1216
2022-5-25,46,15609,1421
2022-5-25,26,14744,1057
2022-5-26,1,8658,287
2022-5-26,50,9795,423
2022-5-26,27,9802,316
2022-5-26,70,9021,412
2022-5-26,65,10109,498
2022-5-26,21,13829,1382
2022-5-26,47,12898,1295
2022-5-26,24,10769,855
2022-5-26,3,20733,2164
2022-5-26,52,9143,416
2022-5-26,29,11047,721
2022-5-26,67,10065,401
2022-5-26,9,14093,1509
2022-5-26,58,17042,1684
2022-5-26,35,17125,1633
2022-5-26,6,13602,979
2022-5-26,55,18785,1978
2022-5-26,32,17324,1606
2022-5-26,22,10858,1188
2022-5-26,48,10446,1118
2022-5-26,8,14559,1509
2022-5-26,57,15448,1695
2022-5-26,34,16647,1374
2022-5-26,12,16431,1786
2022-5-26,61,16036,1519
2022-5-26,38,12563,1200
2022-5-26,11,15673,1677
2022-5-26,60,16415,1193
2022-5-26,37,11649,815
2022-5-26,5,14906,1043
2022-5-26,54,18363,1264
2022-5-26,31,17453,1468
2022-5-26,69,18687,1251
2022-5-26,17,13764,965
2022-5-26,43,15347,1192
2022-5-26,7,14466,1346
2022-5-26,56,17233,1839
2022-5-26,33,17779,1641
2022-5-26,13,13707,1234
2022-5-26,62,13777,1411
2022-5-26,39,12872,1139
2022-5-26,16,13639,1449
2022-5-26,42,13227,1364
2022-5-26,14,11802,1011
2022-5-26,63,15280,1559
2022-5-26,40,15006,1299
2022-5-26,10,15279,1024
2022-5-26,59,17811,1560
2022-5-26,36,16338,1542
2022-5-26,25,11580,845
2022-5-26,19,10805,1064
2022-5-26,45,11408,987
2022-5-26,4,20543,2132
2022-5-26,53,16635,1607
2022-5-26,30,17541,1753
2022-5-26,68,17073,1633
2022-5-26,18,12822,1289
2022-5-26,44,15140,1254
2022-5-26,15,12292,1256
2022-5-26,64,13815,1292
2022-5-26,41,15159,1246
2022-5-26,23,11574,1257
2022-5-26,49,14086,980
2022-5-26,2,17756,1771
2022-5-26,51,16327,1311
2022-5-26,28,18057,1413
2022-5-26,66,18361,1906
2022-5-26,20,13964,1292
2022-5-26,46,10939,1176
2022-5-26,26,12153,1114
2022-5-27,1,9489,292
2022-5-27,50,9231,300
2022-5-27,27,10913,446
